No,Time,열차번호,Speed,Next Station code,Distance,PBR,ATO PWM,M1(Car2) APB,Tc1 BC pressure,Car2_VVVF-Load Weight,Car2_VVVF-Iq REAL,Car2_VVVF-Iq REF,Car2_VVVF-PWM노치,Car2_VVVF-BECU Brake Command,Car2_VVVF-P_watt,Car2_VVVF-B_watt,Car2_VVVF-MR,Car2_VVVF-PBR,Car2_VVVF-Actual PB,Car2_VVVF-V Line,Car2_VVVF-I Line,Car2_VVVF-V FC,Car2_VVVF_P_Watt(1=1kwh),Car2_VVVF_B_Watt(1=1kwh),Car2_VVVF-VVVF1 SDR Speed from BECU,Car2_VVVF-VVVF1 SDR 평균차륜경,Car2_VVVF-VVVF1 SDR WatchDog,Car2_BECU-PWM,Car2_BECU-ASP,Car2_BECU-LW,Car2_BECU-BED,Car2_BECU-BEA,Car2_BECU-ABRC,Car2_BECU-ACP,Car2_BECU-BCP,Car1_BECU-PWM,Car1_BECU-ASP,Car1_BECU-LW,Car1_BECU-BED,Car1_BECU-BEA,Car1_BECU-ABRC,Car1_BECU-ACP,Car1_BECU-BCP
801,22:35:41,2320,0．0 km/h,장전(129),0．0 m,-41．0 %,40．4 %,-4．0 kN,132．0 kPa,41．0 %,0．0 A,0．0 A,41．0 %,27．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1615．0 V,4．5 A,1610．5 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,26．0,42．4 %,250．0 kPa,41．2 %,27．6 %,10．0 %,10．0 %,117．0 kPa,117．0 kPa,42．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,135．0 kPa,132．0 kPa
802,22:35:42,2320,0．0 km/h,장전(129),0．0 m,-41．0 %,40．4 %,-4．0 kN,132．0 kPa,41．0 %,0．0 A,0．0 A,41．0 %,27．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1617．7 V,4．0 A,1617．7 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,30．0,42．4 %,250．0 kPa,41．2 %,27．6 %,10．0 %,10．0 %,117．0 kPa,114．0 kPa,42．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,135．0 kPa,132．0 kPa
803,22:35:43,2320,0．0 km/h,장전(129),0．0 m,41．0 %,40．4 %,-4．0 kN,132．0 kPa,41．0 %,0．0 A,0．0 A,41．0 %,9．0 %,0．0 kWh,0．0 kWh,0．0 %,0．0 kN,-4．0 kN,1599．5 V,4．5 A,1607．5 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,36．0,42．4 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,108．0 kPa,114．0 kPa,42．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,135．0 kPa,132．0 kPa
804,22:35:44,2320,0．0 km/h,장전(129),0．0 m,41．0 %,40．4 %,15．0 kN,33．0 kPa,41．0 %,78．1 A,70．3 A,41．0 %,9．0 %,0．0 kWh,0．0 kWh,1．0 %,-20．0 kN,15．0 kN,1601．7 V,0．5 A,1608．2 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,41．0,42．4 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,12．0 kPa,45．0 kPa,42．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,12．0 kPa,33．0 kPa
805,22:35:45,2320,0．0 km/h,장전(129),0．0 m,45．0 %,46．7 %,28．0 kN,0．0 kPa,41．0 %,125．0 A,117．2 A,45．0 %,9．0 %,0．0 kWh,0．0 kWh,2．0 %,-34．0 kN,28．0 kN,1603．2 V,5．2 A,1606．2 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,45．0,43．6 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,15．0 kPa,48．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
806,22:35:46,2320,2．0 km/h,장전(129),0．0 m,74．0 %,76．9 %,52．0 kN,0．0 kPa,41．0 %,179．7 A,171．9 A,77．0 %,9．0 %,0．0 kWh,0．0 kWh,7．0 %,-57．0 kN,52．0 kN,1599．5 V,37．5 A,1606．2 V,1406531．0 kWh,887880．0 kWh,2．0 km/h,160．0 mm,51．0,74．4 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,77．6 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
807,22:35:47,2320,5．0 km/h,장전(129),2．0 m,91．0 %,89．8 %,64．0 kN,0．0 kPa,41．0 %,210．9 A,203．1 A,91．0 %,9．0 %,0．0 kWh,0．0 kWh,13．0 %,-70．0 kN,64．0 kN,1588．5 V,91．2 A,1586．2 V,1406531．0 kWh,887880．0 kWh,4．0 km/h,160．0 mm,56．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
808,22:35:48,2320,8．0 km/h,장전(129),6．0 m,91．0 %,89．8 %,64．0 kN,0．0 kPa,41．0 %,203．1 A,203．1 A,91．0 %,9．0 %,0．0 kWh,0．0 kWh,18．0 %,-70．0 kN,64．0 kN,1577．5 V,121．5 A,1582．7 V,1406531．0 kWh,887880．0 kWh,7．0 km/h,160．0 mm,60．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
809,22:35:49,2320,11．0 km/h,장전(129),12．0 m,91．0 %,89．8 %,64．0 kN,0．0 kPa,41．0 %,203．1 A,203．1 A,91．0 %,9．0 %,0．0 kWh,0．0 kWh,27．0 %,-70．0 kN,64．0 kN,1568．0 V,181．5 A,1564．5 V,1406531．0 kWh,887880．0 kWh,11．0 km/h,160．0 mm,66．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
810,22:35:50,2320,15．0 km/h,장전(129),18．0 m,91．0 %,89．8 %,64．0 kN,0．0 kPa,41．0 %,203．1 A,203．1 A,91．0 %,9．0 %,0．0 kWh,0．0 kWh,33．0 %,-70．0 kN,64．0 kN,1556．2 V,223．0 A,1554．7 V,1406531．0 kWh,887880．0 kWh,15．0 km/h,160．0 mm,71．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
811,22:35:51,2320,18．0 km/h,장전(129),24．0 m,91．0 %,89．8 %,65．0 kN,0．0 kPa,41．0 %,203．1 A,203．1 A,91．0 %,9．0 %,0．0 kWh,0．0 kWh,39．0 %,-70．0 kN,65．0 kN,1546．0 V,267．5 A,1546．0 V,1406531．0 kWh,887880．0 kWh,17．0 km/h,160．0 mm,75．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
812,22:35:52,2320,22．0 km/h,장전(129),33．0 m,91．0 %,89．8 %,68．0 kN,0．0 kPa,41．0 %,210．9 A,203．1 A,91．0 %,9．0 %,0．0 kWh,0．0 kWh,45．0 %,-70．0 kN,68．0 kN,1535．0 V,322．2 A,1538．0 V,1406531．0 kWh,887880．0 kWh,22．0 km/h,160．0 mm,81．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
813,22:35:53,2320,24．0 km/h,장전(129),42．0 m,91．0 %,89．8 %,68．0 kN,0．0 kPa,41．0 %,203．1 A,203．1 A,91．0 %,9．0 %,0．0 kWh,0．0 kWh,53．0 %,-70．0 kN,68．0 kN,1538．7 V,371．0 A,1523．5 V,1406531．0 kWh,887880．0 kWh,24．0 km/h,160．0 mm,86．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
814,22:35:54,2320,28．0 km/h,장전(129),50．0 m,91．0 %,89．8 %,66．0 kN,0．0 kPa,41．0 %,195．3 A,203．1 A,91．0 %,9．0 %,0．0 kWh,0．0 kWh,59．0 %,-70．0 kN,66．0 kN,1527．7 V,408．5 A,1511．7 V,1406532．0 kWh,887880．0 kWh,27．0 km/h,160．0 mm,90．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
815,22:35:55,2320,32．0 km/h,장전(129),63．0 m,91．0 %,89．8 %,64．0 kN,0．0 kPa,41．0 %,195．3 A,203．1 A,91．0 %,9．0 %,0．0 kWh,0．0 kWh,67．0 %,-70．0 kN,64．0 kN,1514．5 V,462．2 A,1502．2 V,1406532．0 kWh,887880．0 kWh,31．0 km/h,160．0 mm,96．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
816,22:35:56,2320,35．0 km/h,장전(129),75．0 m,91．0 %,89．8 %,64．0 kN,0．0 kPa,41．0 %,218．8 A,203．1 A,91．0 %,9．0 %,0．1 kWh,0．0 kWh,74．0 %,-70．0 kN,64．0 kN,1519．7 V,505．7 A,1494．7 V,1406532．0 kWh,887880．0 kWh,35．0 km/h,160．0 mm,101．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
817,22:35:57,2320,38．0 km/h,장전(129),85．0 m,91．0 %,89．8 %,64．0 kN,0．0 kPa,41．0 %,203．1 A,203．1 A,91．0 %,9．0 %,0．1 kWh,0．0 kWh,80．0 %,-70．0 kN,64．0 kN,1514．5 V,539．5 A,1488．2 V,1406532．0 kWh,887880．0 kWh,38．0 km/h,160．0 mm,105．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
818,22:35:58,2320,42．0 km/h,장전(129),101．0 m,91．0 %,89．8 %,60．0 kN,0．0 kPa,41．0 %,195．3 A,195．3 A,91．0 %,9．0 %,0．1 kWh,0．0 kWh,87．0 %,-66．0 kN,60．0 kN,1495．5 V,578．0 A,1481．7 V,1406533．0 kWh,887880．0 kWh,41．0 km/h,160．0 mm,111．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
819,22:35:59,2320,45．0 km/h,장전(129),116．0 m,91．0 %,89．8 %,60．0 kN,0．0 kPa,41．0 %,179．7 A,179．7 A,91．0 %,9．0 %,0．1 kWh,0．0 kWh,91．0 %,-61．0 kN,60．0 kN,1486．7 V,610．7 A,1473．5 V,1406533．0 kWh,887880．0 kWh,45．0 km/h,160．0 mm,116．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
820,22:36:00,2320,47．0 km/h,장전(129),128．0 m,91．0 %,89．8 %,53．0 kN,0．0 kPa,41．0 %,171．9 A,171．9 A,91．0 %,9．0 %,0．2 kWh,0．0 kWh,92．0 %,-59．0 kN,53．0 kN,1495．5 V,576．0 A,1481．7 V,1406533．0 kWh,887880．0 kWh,47．0 km/h,160．0 mm,120．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
821,22:36:01,2320,50．0 km/h,장전(129),147．0 m,91．0 %,89．8 %,52．0 kN,0．0 kPa,41．0 %,156．3 A,164．1 A,91．0 %,9．0 %,0．2 kWh,0．0 kWh,92．0 %,-55．0 kN,52．0 kN,1492．5 V,590．2 A,1478．7 V,1406533．0 kWh,887880．0 kWh,50．0 km/h,160．0 mm,126．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
822,22:36:02,2320,53．0 km/h,장전(129),163．0 m,91．0 %,89．8 %,48．0 kN,0．0 kPa,41．0 %,164．1 A,156．3 A,91．0 %,9．0 %,0．2 kWh,0．0 kWh,95．0 %,-52．0 kN,48．0 kN,1491．2 V,586．2 A,1478．7 V,1406533．0 kWh,887880．0 kWh,53．0 km/h,160．0 mm,131．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
823,22:36:03,2320,55．0 km/h,장전(129),177．0 m,91．0 %,89．8 %,44．0 kN,0．0 kPa,41．0 %,171．9 A,156．3 A,91．0 %,9．0 %,0．2 kWh,0．0 kWh,96．0 %,-50．0 kN,44．0 kN,1492．0 V,583．5 A,1476．5 V,1406534．0 kWh,887880．0 kWh,55．0 km/h,160．0 mm,135．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
824,22:36:04,2320,58．0 km/h,장전(129),198．0 m,91．0 %,89．8 %,43．0 kN,0．0 kPa,41．0 %,156．3 A,140．6 A,91．0 %,9．0 %,0．3 kWh,0．0 kWh,99．0 %,-48．0 kN,43．0 kN,1493．2 V,574．2 A,1480．2 V,1406534．0 kWh,887880．0 kWh,57．0 km/h,160．0 mm,141．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
825,22:36:05,2320,60．0 km/h,장전(129),216．0 m,91．0 %,89．8 %,40．0 kN,0．0 kPa,41．0 %,132．8 A,140．6 A,91．0 %,9．0 %,0．3 kWh,0．0 kWh,100．0 %,-47．0 kN,40．0 kN,1494．0 V,575．5 A,1478．0 V,1406534．0 kWh,887880．0 kWh,60．0 km/h,160．0 mm,146．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
826,22:36:06,2320,62．0 km/h,장전(129),231．0 m,91．0 %,89．8 %,40．0 kN,0．0 kPa,41．0 %,132．8 A,132．8 A,91．0 %,9．0 %,0．3 kWh,0．0 kWh,100．0 %,-45．0 kN,40．0 kN,1492．0 V,573．7 A,1481．7 V,1406534．0 kWh,887880．0 kWh,62．0 km/h,160．0 mm,150．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
827,22:36:07,2320,64．0 km/h,장전(129),254．0 m,91．0 %,89．8 %,36．0 kN,0．0 kPa,41．0 %,125．0 A,132．8 A,91．0 %,9．0 %,0．3 kWh,0．0 kWh,100．0 %,-42．0 kN,36．0 kN,1490．5 V,566．7 A,1475．7 V,1406535．0 kWh,887880．0 kWh,64．0 km/h,160．0 mm,156．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
828,22:36:08,2320,66．0 km/h,장전(129),274．0 m,91．0 %,88．2 %,36．0 kN,0．0 kPa,41．0 %,132．8 A,125．0 A,91．0 %,9．0 %,0．4 kWh,0．0 kWh,100．0 %,-39．0 kN,36．0 kN,1486．7 V,554．0 A,1476．5 V,1406535．0 kWh,887880．0 kWh,66．0 km/h,160．0 mm,161．0,90．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
829,22:36:09,2320,68．0 km/h,장전(129),290．0 m,82．0 %,73．7 %,32．0 kN,0．0 kPa,41．0 %,125．0 A,117．2 A,78．0 %,9．0 %,0．4 kWh,0．0 kWh,100．0 %,-33．0 kN,32．0 kN,1502．2 V,498．5 A,1501．5 V,1406535．0 kWh,887880．0 kWh,68．0 km/h,160．0 mm,165．0,80．8 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,75．6 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
830,22:36:10,2320,70．0 km/h,장전(129),315．0 m,50．0 %,47．5 %,20．0 kN,0．0 kPa,41．0 %,85．9 A,85．9 A,50．0 %,9．0 %,0．4 kWh,0．0 kWh,91．0 %,-22．0 kN,20．0 kN,1552．7 V,287．0 A,1549．0 V,1406535．0 kWh,887880．0 kWh,70．0 km/h,160．0 mm,171．0,49．2 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,51．6 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
831,22:36:11,2320,71．0 km/h,장전(129),336．0 m,43．0 %,40．4 %,16．0 kN,0．0 kPa,41．0 %,70．3 A,78．1 A,43．0 %,9．0 %,0．4 kWh,0．0 kWh,91．0 %,-19．0 kN,16．0 kN,1560．7 V,231．2 A,1558．5 V,1406535．0 kWh,887880．0 kWh,71．0 km/h,160．0 mm,176．0,43．2 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,43．6 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
832,22:36:12,2320,71．0 km/h,장전(129),352．0 m,39．0 %,37．6 %,16．0 kN,0．0 kPa,41．0 %,70．3 A,70．3 A,39．0 %,9．0 %,0．4 kWh,0．0 kWh,90．0 %,-17．0 kN,16．0 kN,1565．7 V,211．2 A,1564．5 V,1406536．0 kWh,887880．0 kWh,71．0 km/h,160．0 mm,180．0,40．4 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,40．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
833,22:36:13,2320,72．0 km/h,장전(129),377．0 m,0．0 %,0．0 %,0．0 kN,0．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1618．5 V,5．0 A,1620．7 V,1406536．0 kWh,887880．0 kWh,72．0 km/h,160．0 mm,186．0,16．8 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
834,22:36:14,2320,72．0 km/h,장전(129),398．0 m,0．0 %,0．0 %,0．0 kN,0．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1614．2 V,4．5 A,1619．2 V,1406536．0 kWh,887880．0 kWh,72．0 km/h,160．0 mm,191．0,16．8 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
835,22:36:15,2320,72．0 km/h,장전(129),414．0 m,0．0 %,0．0 %,0．0 kN,0．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1612．7 V,4．5 A,1617．7 V,1406536．0 kWh,887880．0 kWh,72．0 km/h,160．0 mm,195．0,16．8 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
836,22:36:16,2320,72．0 km/h,장전(129),438．0 m,0．0 %,0．0 %,0．0 kN,0．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1616．5 V,4．5 A,1618．5 V,1406536．0 kWh,887880．0 kWh,72．0 km/h,160．0 mm,201．0,16．8 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
837,22:36:17,2320,72．0 km/h,장전(129),458．0 m,0．0 %,0．0 %,0．0 kN,0．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1619．2 V,4．5 A,1618．5 V,1406536．0 kWh,887880．0 kWh,72．0 km/h,160．0 mm,206．0,16．8 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
838,22:36:18,2320,72．0 km/h,장전(129),474．0 m,0．0 %,0．0 %,0．0 kN,0．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1616．5 V,5．0 A,1617．2 V,1406536．0 kWh,887880．0 kWh,72．0 km/h,160．0 mm,210．0,16．8 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
839,22:36:19,2320,72．0 km/h,장전(129),498．0 m,0．0 %,10．6 %,0．0 kN,0．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1612．7 V,4．5 A,1616．5 V,1406536．0 kWh,887880．0 kWh,72．0 km/h,160．0 mm,216．0,16．8 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
840,22:36:20,2320,71．0 km/h,장전(129),519．0 m,16．0 %,0．0 %,0．0 kN,0．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1614．2 V,8．0 A,1623．0 V,1406536．0 kWh,887880．0 kWh,71．0 km/h,160．0 mm,221．0,16．8 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
841,22:36:21,2320,71．0 km/h,장전(129),535．0 m,16．0 %,10．6 %,0．0 kN,0．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1612．0 V,4．5 A,1611．2 V,1406536．0 kWh,887880．0 kWh,71．0 km/h,160．0 mm,225．0,16．8 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
842,22:36:22,2320,71．0 km/h,장전(129),559．0 m,14．0 %,12．9 %,4．0 kN,0．0 kPa,41．0 %,23．4 A,23．4 A,14．0 %,9．0 %,0．4 kWh,0．0 kWh,71．0 %,-7．0 kN,4．0 kN,1598．7 V,58．0 A,1594．5 V,1406536．0 kWh,887880．0 kWh,71．0 km/h,160．0 mm,231．0,14．8 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,14．8 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
843,22:36:23,2320,71．0 km/h,장전(129),579．0 m,16．0 %,16．1 %,4．0 kN,0．0 kPa,41．0 %,39．1 A,31．3 A,18．0 %,9．0 %,0．4 kWh,0．0 kWh,76．0 %,-8．0 kN,4．0 kN,1587．7 V,78．0 A,1587．7 V,1406536．0 kWh,887880．0 kWh,71．0 km/h,160．0 mm,236．0,18．4 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,18．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
844,22:36:24,2320,70．0 km/h,장전(129),595．0 m,21．0 %,20．4 %,8．0 kN,0．0 kPa,41．0 %,39．1 A,39．1 A,21．0 %,9．0 %,0．4 kWh,0．0 kWh,77．0 %,-10．0 kN,8．0 kN,1579．7 V,99．0 A,1584．2 V,1406536．0 kWh,887880．0 kWh,70．0 km/h,160．0 mm,240．0,21．2 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,22．0 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
845,22:36:25,2320,70．0 km/h,장전(129),619．0 m,27．0 %,28．2 %,8．0 kN,0．0 kPa,41．0 %,46．9 A,46．9 A,27．0 %,9．0 %,0．4 kWh,0．0 kWh,80．0 %,-12．0 kN,8．0 kN,1575．5 V,126．7 A,1579．0 V,1406536．0 kWh,887880．0 kWh,70．0 km/h,160．0 mm,246．0,27．2 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,30．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
846,22:36:26,2320,71．0 km/h,장전(129),638．0 m,25．0 %,33．7 %,16．0 kN,0．0 kPa,41．0 %,70．3 A,70．3 A,16．0 %,9．0 %,0．4 kWh,0．0 kWh,87．0 %,-14．0 kN,16．0 kN,1566．5 V,191．2 A,1576．7 V,1406536．0 kWh,887880．0 kWh,71．0 km/h,160．0 mm,251．0,18．0 %,250．0 kPa,41．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,25．6 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
