No,Time,열차번호,Speed,Next Station code,Distance,PBR,ATO PWM,M1(Car2) APB,Tc1 BC pressure,Car2_VVVF-Load Weight,Car2_VVVF-Iq REAL,Car2_VVVF-Iq REF,Car2_VVVF-PWM노치,Car2_VVVF-BECU Brake Command,Car2_VVVF-P_watt,Car2_VVVF-B_watt,Car2_VVVF-MR,Car2_VVVF-PBR,Car2_VVVF-Actual PB,Car2_VVVF-V Line,Car2_VVVF-I Line,Car2_VVVF-V FC,Car2_VVVF_P_Watt(1=1kwh),Car2_VVVF_B_Watt(1=1kwh),Car2_VVVF-VVVF1 SDR Speed from BECU,Car2_VVVF-VVVF1 SDR 평균차륜경,Car2_VVVF-VVVF1 SDR WatchDog,Car2_BECU-PWM,Car2_BECU-ASP,Car2_BECU-LW,Car2_BECU-BED,Car2_BECU-BEA,Car2_BECU-ABRC,Car2_BECU-ACP,Car2_BECU-BCP,Car1_BECU-PWM,Car1_BECU-ASP,Car1_BECU-LW,Car1_BECU-BED,Car1_BECU-BEA,Car1_BECU-ABRC,Car1_BECU-ACP,Car1_BECU-BCP
245,22:26:25,2320,48．0 km/h,교대(124),132．0 m,81．0 %,72．9 %,51．0 kN,0．0 kPa,45．0 %,164．1 A,164．1 A,78．0 %,9．0 %,0．2 kWh,0．0 kWh,91．0 %,-54．0 kN,51．0 kN,1515．2 V,544．7 A,1500．0 V,1406503．0 kWh,887864．0 kWh,48．0 km/h,160．0 mm,62．0,81．2 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,76．0 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
246,22:26:26,2320,51．0 km/h,교대(124),151．0 m,51．0 %,49．0 %,35．0 kN,0．0 kPa,45．0 %,132．8 A,132．8 A,50．0 %,9．0 %,0．2 kWh,0．0 kWh,84．0 %,-35．0 kN,35．0 kN,1543．2 V,372．0 A,1535．7 V,1406503．0 kWh,887864．0 kWh,50．0 km/h,160．0 mm,68．0,51．2 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,51．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
247,22:26:27,2320,52．0 km/h,교대(124),166．0 m,0．0 %,0．0 %,16．0 kN,0．0 kPa,45．0 %,70．3 A,70．3 A,16．0 %,9．0 %,0．2 kWh,0．0 kWh,63．0 %,-14．0 kN,16．0 kN,1594．5 V,138．0 A,1597．2 V,1406503．0 kWh,887864．0 kWh,52．0 km/h,160．0 mm,73．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
248,22:26:28,2320,52．0 km/h,교대(124),179．0 m,0．0 %,0．0 %,0．0 kN,0．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．2 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1612．7 V,5．0 A,1612．0 V,1406503．0 kWh,887864．0 kWh,52．0 km/h,160．0 mm,77．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
249,22:26:29,2320,52．0 km/h,교대(124),196．0 m,0．0 %,0．0 %,0．0 kN,0．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．2 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1619．2 V,4．0 A,1617．7 V,1406503．0 kWh,887864．0 kWh,52．0 km/h,160．0 mm,83．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
250,22:26:30,2320,51．0 km/h,교대(124),211．0 m,0．0 %,10．6 %,0．0 kN,0．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．2 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1627．5 V,5．0 A,1623．7 V,1406503．0 kWh,887864．0 kWh,51．0 km/h,160．0 mm,88．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
251,22:26:31,2320,51．0 km/h,교대(124),223．0 m,16．0 %,10．6 %,0．0 kN,0．0 kPa,45．0 %,15．6 A,7．8 A,16．0 %,9．0 %,0．2 kWh,0．0 kWh,49．0 %,-5．0 kN,0．0 kN,1612．0 V,31．5 A,1600．2 V,1406503．0 kWh,887864．0 kWh,51．0 km/h,160．0 mm,92．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
252,22:26:32,2320,51．0 km/h,교대(124),240．0 m,16．0 %,10．6 %,8．0 kN,0．0 kPa,45．0 %,46．9 A,46．9 A,16．0 %,9．0 %,0．2 kWh,0．0 kWh,56．0 %,-12．0 kN,8．0 kN,1599．5 V,95．5 A,1587．7 V,1406503．0 kWh,887864．0 kWh,51．0 km/h,160．0 mm,98．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
253,22:26:33,2320,51．0 km/h,교대(124),254．0 m,0．0 %,10．6 %,0．0 kN,0．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．2 kWh,0．0 kWh,49．0 %,-1．0 kN,0．0 kN,1612．7 V,2．0 A,1619．2 V,1406503．0 kWh,887864．0 kWh,51．0 km/h,160．0 mm,103．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
254,22:26:34,2320,51．0 km/h,교대(124),266．0 m,16．0 %,10．6 %,0．0 kN,0．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．2 kWh,0．0 kWh,84．0 %,0．0 kN,0．0 kN,1607．0 V,5．0 A,1616．5 V,1406503．0 kWh,887864．0 kWh,51．0 km/h,160．0 mm,107．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
255,22:26:35,2320,51．0 km/h,교대(124),283．0 m,18．0 %,20．4 %,8．0 kN,0．0 kPa,45．0 %,54．7 A,54．7 A,19．0 %,9．0 %,0．2 kWh,0．0 kWh,56．0 %,-13．0 kN,8．0 kN,1590．7 V,104．0 A,1591．5 V,1406503．0 kWh,887864．0 kWh,51．0 km/h,160．0 mm,113．0,18．4 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,20．8 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
256,22:26:36,2320,51．0 km/h,교대(124),297．0 m,46．0 %,45．9 %,27．0 kN,0．0 kPa,45．0 %,109．4 A,109．4 A,46．0 %,9．0 %,0．2 kWh,0．0 kWh,76．0 %,-29．0 kN,27．0 kN,1552．7 V,277．7 A,1548．2 V,1406503．0 kWh,887864．0 kWh,51．0 km/h,160．0 mm,118．0,43．2 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,43．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
257,22:26:37,2320,52．0 km/h,교대(124),309．0 m,65．0 %,66．7 %,36．0 kN,0．0 kPa,45．0 %,140．6 A,140．6 A,62．0 %,9．0 %,0．2 kWh,0．0 kWh,91．0 %,-40．0 kN,36．0 kN,1530．0 V,417．5 A,1517．5 V,1406504．0 kWh,887864．0 kWh,52．0 km/h,160．0 mm,122．0,62．4 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,62．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
258,22:26:38,2320,54．0 km/h,교대(124),328．0 m,91．0 %,89．8 %,49．0 kN,0．0 kPa,45．0 %,171．9 A,164．1 A,91．0 %,9．0 %,0．3 kWh,0．0 kWh,96．0 %,-55．0 kN,49．0 kN,1504．2 V,617．0 A,1489．0 V,1406504．0 kWh,887864．0 kWh,54．0 km/h,160．0 mm,128．0,90．0 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
259,22:26:39,2320,56．0 km/h,교대(124),345．0 m,91．0 %,89．8 %,48．0 kN,0．0 kPa,45．0 %,148．4 A,156．3 A,91．0 %,9．0 %,0．3 kWh,0．0 kWh,99．0 %,-53．0 kN,48．0 kN,1509．5 V,610．2 A,1485．2 V,1406504．0 kWh,887864．0 kWh,55．0 km/h,160．0 mm,132．0,90．0 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
260,22:26:40,2320,57．0 km/h,교대(124),359．0 m,91．0 %,89．8 %,44．0 kN,0．0 kPa,45．0 %,148．4 A,148．4 A,91．0 %,9．0 %,0．3 kWh,0．0 kWh,100．0 %,-52．0 kN,44．0 kN,1502．2 V,608．2 A,1486．0 V,1406504．0 kWh,887864．0 kWh,57．0 km/h,160．0 mm,137．0,90．0 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
261,22:26:41,2320,60．0 km/h,교대(124),380．0 m,91．0 %,89．8 %,44．0 kN,0．0 kPa,45．0 %,132．8 A,148．4 A,91．0 %,9．0 %,0．3 kWh,0．0 kWh,100．0 %,-50．0 kN,44．0 kN,1504．2 V,603．0 A,1489．7 V,1406505．0 kWh,887864．0 kWh,60．0 km/h,160．0 mm,143．0,90．0 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
262,22:26:42,2320,62．0 km/h,교대(124),399．0 m,91．0 %,89．8 %,40．0 kN,0．0 kPa,45．0 %,132．8 A,140．6 A,91．0 %,9．0 %,0．4 kWh,0．0 kWh,100．0 %,-48．0 kN,40．0 kN,1508．7 V,601．5 A,1488．2 V,1406505．0 kWh,887864．0 kWh,62．0 km/h,160．0 mm,148．0,90．0 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
263,22:26:43,2320,64．0 km/h,교대(124),414．0 m,91．0 %,89．8 %,40．0 kN,0．0 kPa,45．0 %,140．6 A,132．8 A,91．0 %,9．0 %,0．4 kWh,0．0 kWh,100．0 %,-46．0 kN,40．0 kN,1502．7 V,595．5 A,1489．7 V,1406505．0 kWh,887864．0 kWh,64．0 km/h,160．0 mm,152．0,90．0 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
264,22:26:44,2320,66．0 km/h,교대(124),438．0 m,91．0 %,88．2 %,40．0 kN,0．0 kPa,45．0 %,125．0 A,132．8 A,91．0 %,9．0 %,0．4 kWh,0．0 kWh,100．0 %,-43．0 kN,40．0 kN,1502．7 V,585．7 A,1488．2 V,1406505．0 kWh,887864．0 kWh,66．0 km/h,160．0 mm,158．0,90．0 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,90．0 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
265,22:26:45,2320,68．0 km/h,교대(124),458．0 m,74．0 %,68．2 %,35．0 kN,0．0 kPa,45．0 %,117．2 A,117．2 A,74．0 %,9．0 %,0．4 kWh,0．0 kWh,100．0 %,-34．0 kN,35．0 kN,1520．5 V,504．2 A,1509．5 V,1406506．0 kWh,887864．0 kWh,68．0 km/h,160．0 mm,163．0,74．4 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,74．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
266,22:26:46,2320,69．0 km/h,교대(124),475．0 m,55．0 %,49．0 %,24．0 kN,0．0 kPa,45．0 %,101．6 A,93．8 A,55．0 %,9．0 %,0．5 kWh,0．0 kWh,93．0 %,-25．0 kN,24．0 kN,1541．7 V,345．5 A,1541．0 V,1406506．0 kWh,887864．0 kWh,69．0 km/h,160．0 mm,167．0,54．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,55．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
267,22:26:47,2320,71．0 km/h,교대(124),499．0 m,43．0 %,41．2 %,19．0 kN,0．0 kPa,45．0 %,78．1 A,78．1 A,43．0 %,9．0 %,0．5 kWh,0．0 kWh,91．0 %,-19．0 kN,19．0 kN,1561．5 V,250．0 A,1554．2 V,1406506．0 kWh,887864．0 kWh,71．0 km/h,160．0 mm,173．0,43．2 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,43．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
268,22:26:48,2320,72．0 km/h,교대(124),520．0 m,0．0 %,0．0 %,1．0 kN,0．0 kPa,45．0 %,15．6 A,7．8 A,16．0 %,9．0 %,0．5 kWh,0．0 kWh,71．0 %,-2．0 kN,1．0 kN,1610．5 V,23．7 A,1615．7 V,1406506．0 kWh,887864．0 kWh,72．0 km/h,160．0 mm,178．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
269,22:26:49,2320,72．0 km/h,교대(124),537．0 m,0．0 %,0．0 %,0．0 kN,0．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．5 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1608．2 V,5．0 A,1611．2 V,1406506．0 kWh,887864．0 kWh,72．0 km/h,160．0 mm,182．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
270,22:26:50,2320,72．0 km/h,교대(124),561．0 m,0．0 %,0．0 %,0．0 kN,0．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．5 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1607．5 V,4．5 A,1610．5 V,1406506．0 kWh,887864．0 kWh,72．0 km/h,160．0 mm,187．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
271,22:26:51,2320,73．0 km/h,교대(124),582．0 m,0．0 %,0．0 %,0．0 kN,0．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．5 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1607．5 V,5．0 A,1610．5 V,1406506．0 kWh,887864．0 kWh,73．0 km/h,160．0 mm,193．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
272,22:26:52,2320,73．0 km/h,교대(124),599．0 m,-16．0 %,10．6 %,0．0 kN,0．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,10．0 %,0．5 kWh,0．0 kWh,0．0 %,0．0 kN,0．0 kN,1611．2 V,4．5 A,1610．5 V,1406506．0 kWh,887864．0 kWh,73．0 km/h,160．0 mm,197．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
273,22:26:53,2320,73．0 km/h,교대(124),623．0 m,-16．0 %,10．6 %,-4．0 kN,30．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,10．0 %,0．5 kWh,0．0 kWh,0．0 %,0．0 kN,-4．0 kN,1607．0 V,4．5 A,1609．7 V,1406506．0 kWh,887864．0 kWh,73．0 km/h,160．0 mm,203．0,16．8 %,272．0 kPa,45．2 %,11．2 %,10．0 %,10．0 %,33．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,69．0 kPa,30．0 kPa
274,22:26:54,2320,73．0 km/h,교대(124),644．0 m,-16．0 %,10．6 %,-4．0 kN,39．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,10．0 %,0．5 kWh,0．0 kWh,66．0 %,1．0 kN,-4．0 kN,1611．2 V,10．5 A,1612．7 V,1406506．0 kWh,887864．0 kWh,73．0 km/h,160．0 mm,208．0,16．8 %,272．0 kPa,45．2 %,11．2 %,10．0 %,10．0 %,63．0 kPa,30．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,69．0 kPa,39．0 kPa
275,22:26:55,2320,73．0 km/h,교대(124),660．0 m,-16．0 %,0．0 %,-4．0 kN,48．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,10．0 %,0．5 kWh,0．0 kWh,0．0 %,0．0 kN,-4．0 kN,1606．2 V,3．5 A,1607．5 V,1406506．0 kWh,887864．0 kWh,73．0 km/h,160．0 mm,211．0,16．8 %,272．0 kPa,45．2 %,11．2 %,10．0 %,10．0 %,63．0 kPa,33．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,93．0 kPa,48．0 kPa
276,22:26:56,2320,73．0 km/h,교대(124),685．0 m,-16．0 %,0．0 %,-4．0 kN,48．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,10．0 %,0．5 kWh,0．0 kWh,0．0 %,0．0 kN,-4．0 kN,1602．5 V,4．0 A,1606．2 V,1406506．0 kWh,887864．0 kWh,73．0 km/h,160．0 mm,218．0,16．8 %,272．0 kPa,45．2 %,11．2 %,10．0 %,10．0 %,96．0 kPa,33．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,45．0 kPa,48．0 kPa
277,22:26:57,2320,73．0 km/h,교대(124),705．0 m,0．0 %,0．0 %,-4．0 kN,21．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．5 kWh,0．0 kWh,0．0 %,0．0 kN,-4．0 kN,1608．2 V,5．5 A,1608．2 V,1406506．0 kWh,887864．0 kWh,73．0 km/h,160．0 mm,223．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,6．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,9．0 kPa,21．0 kPa
278,22:26:58,2320,72．0 km/h,교대(124),721．0 m,0．0 %,0．0 %,-4．0 kN,0．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．5 kWh,0．0 kWh,0．0 %,0．0 kN,-4．0 kN,1602．5 V,5．0 A,1608．2 V,1406506．0 kWh,887864．0 kWh,72．0 km/h,160．0 mm,227．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
279,22:26:59,2320,72．0 km/h,교대(124),746．0 m,0．0 %,0．0 %,-4．0 kN,0．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．5 kWh,0．0 kWh,0．0 %,0．0 kN,-4．0 kN,1604．7 V,5．0 A,1605．5 V,1406506．0 kWh,887864．0 kWh,72．0 km/h,160．0 mm,233．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
280,22:27:00,2320,71．0 km/h,교대(124),766．0 m,16．0 %,10．6 %,0．0 kN,0．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．5 kWh,0．0 kWh,71．0 %,0．0 kN,0．0 kN,1602．5 V,0．2 A,1599．5 V,1406506．0 kWh,887864．0 kWh,71．0 km/h,160．0 mm,238．0,16．8 %,272．0 kPa,45．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,0．0 kPa,0．0 kPa
281,22:27:01,2320,71．0 km/h,교대(124),783．0 m,-16．0 %,10．6 %,8．0 kN,0．0 kPa,45．0 %,39．1 A,31．3 A,16．0 %,10．0 %,0．5 kWh,0．0 kWh,73．0 %,-7．0 kN,8．0 kN,1585．0 V,79．5 A,1596．0 V,1406506．0 kWh,887864．0 kWh,71．0 km/h,160．0 mm,242．0,16．8 %,272．0 kPa,45．2 %,11．2 %,10．0 %,10．0 %,126．0 kPa,0．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,3．0 kPa,0．0 kPa
282,22:27:02,2320,70．0 km/h,교대(124),807．0 m,-16．0 %,10．6 %,-4．0 kN,48．0 kPa,45．0 %,0．0 A,0．0 A,16．0 %,10．0 %,0．5 kWh,0．0 kWh,66．0 %,1．0 kN,-4．0 kN,1612．0 V,7．5 A,1611．2 V,1406506．0 kWh,887864．0 kWh,70．0 km/h,160．0 mm,248．0,16．8 %,272．0 kPa,45．2 %,11．2 %,10．0 %,10．0 %,54．0 kPa,27．0 kPa,17．2 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,78．0 kPa,48．0 kPa
283,22:27:03,2320,69．0 km/h,교대(124),827．0 m,-28．0 %,26．7 %,-4．0 kN,54．0 kPa,45．0 %,0．0 A,0．0 A,28．0 %,18．0 %,0．5 kWh,0．0 kWh,0．0 %,0．0 kN,-4．0 kN,1604．0 V,5．0 A,1612．0 V,1406506．0 kWh,887864．0 kWh,69．0 km/h,160．0 mm,253．0,28．4 %,272．0 kPa,45．2 %,18．8 %,10．0 %,10．0 %,114．0 kPa,48．0 kPa,28．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,162．0 kPa,54．0 kPa
284,22:27:04,2320,69．0 km/h,교대(124),843．0 m,-47．0 %,45．9 %,-4．0 kN,114．0 kPa,45．0 %,0．0 A,0．0 A,47．0 %,32．0 %,0．5 kWh,0．0 kWh,67．0 %,1．0 kN,-4．0 kN,1605．5 V,1．2 A,1612．7 V,1406506．0 kWh,887864．0 kWh,69．0 km/h,160．0 mm,1．0,47．2 %,272．0 kPa,45．2 %,32．0 %,10．0 %,10．0 %,138．0 kPa,87．0 kPa,47．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,150．0 kPa,114．0 kPa
285,22:27:05,2320,66．0 km/h,교대(124),866．0 m,-37．0 %,35．3 %,-25．0 kN,54．0 kPa,45．0 %,93．8 A,85．9 A,37．0 %,25．0 %,0．5 kWh,0．0 kWh,83．0 %,21．0 kN,-25．0 kN,1650．7 V,227．7 A,1653．7 V,1406506．0 kWh,887864．0 kWh,66．0 km/h,160．0 mm,7．0,37．2 %,272．0 kPa,45．2 %,25．2 %,30．0 %,27．6 %,18．0 kPa,36．0 kPa,37．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,32．8 %,33．0 kPa,54．0 kPa
286,22:27:06,2320,64．0 km/h,교대(124),886．0 m,-35．0 %,46．7 %,-24．0 kN,15．0 kPa,45．0 %,70．3 A,78．1 A,48．0 %,32．0 %,0．5 kWh,0．0 kWh,72．0 %,21．0 kN,-24．0 kN,1648．0 V,214．0 A,1655．2 V,1406506．0 kWh,887864．0 kWh,64．0 km/h,160．0 mm,12．0,48．4 %,272．0 kPa,45．2 %,32．8 %,26．8 %,16．8 %,0．0 kPa,0．0 kPa,48．4 %,292．0 kPa,39．2 %,10．0 %,10．0 %,16．8 %,144．0 kPa,15．0 kPa
287,22:27:07,2320,62．0 km/h,교대(124),901．0 m,-85．0 %,83．5 %,-41．0 kN,42．0 kPa,45．0 %,125．0 A,125．0 A,85．0 %,58．0 %,0．5 kWh,0．0 kWh,91．0 %,40．0 kN,-41．0 kN,1675．7 V,383．5 A,1694．7 V,1406506．0 kWh,887865．0 kWh,63．0 km/h,160．0 mm,16．0,85．2 %,272．0 kPa,45．2 %,58．4 %,39．2 %,15．2 %,0．0 kPa,0．0 kPa,85．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,15．6 %,150．0 kPa,42．0 kPa
288,22:27:08,2320,59．0 km/h,교대(124),923．0 m,-47．0 %,45．1 %,-52．0 kN,63．0 kPa,45．0 %,140．6 A,140．6 A,47．0 %,32．0 %,0．5 kWh,0．0 kWh,91．0 %,50．0 kN,-52．0 kN,1678．0 V,437．2 A,1691．0 V,1406506．0 kWh,887865．0 kWh,59．0 km/h,160．0 mm,22．0,47．2 %,272．0 kPa,45．2 %,32．0 %,50．8 %,53．6 %,0．0 kPa,0．0 kPa,47．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,53．6 %,39．0 kPa,63．0 kPa
289,22:27:09,2320,56．0 km/h,교대(124),941．0 m,-49．0 %,47．5 %,-36．0 kN,18．0 kPa,45．0 %,109．4 A,117．2 A,49．0 %,33．0 %,0．5 kWh,0．0 kWh,76．0 %,33．0 kN,-36．0 kN,1652．2 V,305．7 A,1661．7 V,1406506．0 kWh,887865．0 kWh,56．0 km/h,160．0 mm,27．0,49．2 %,272．0 kPa,45．2 %,33．6 %,37．6 %,32．4 %,0．0 kPa,0．0 kPa,49．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,31．2 %,6．0 kPa,18．0 kPa
290,22:27:10,2320,55．0 km/h,교대(124),955．0 m,-46．0 %,44．3 %,-31．0 kN,0．0 kPa,45．0 %,93．8 A,101．6 A,43．0 %,29．0 %,0．5 kWh,0．0 kWh,70．0 %,27．0 kN,-31．0 kN,1647．2 V,246．2 A,1648．7 V,1406506．0 kWh,887865．0 kWh,55．0 km/h,160．0 mm,31．0,46．4 %,272．0 kPa,45．2 %,31．6 %,32．4 %,26．8 %,0．0 kPa,0．0 kPa,43．6 %,292．0 kPa,39．2 %,10．0 %,10．0 %,28．4 %,0．0 kPa,0．0 kPa
